날짜,시간,구장,경기원정팀홈팀,구분,중계방송사
2024.03.24 일,14:00,창원NC파크,종료  두산  6  NC  3,페넌트레이스,SPOTV
2024.03.24 일,14:00,수원 케이티위즈 파크,종료  삼성  11  KT  8,페넌트레이스,SPOTV2
2024.03.24 일,14:00,광주-기아 챔피언스필드,경기취소  키움  -  KIA  -,,MBC SPORTS+
2024.03.25 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.03.26 화,18:30,인천 SSG 랜더스 필드,종료  한화  6  SSG  0,페넌트레이스,SBS SPORTS
2024.03.26 화,18:30,광주-기아 챔피언스필드,종료  롯데  1  KIA  2,페넌트레이스,SPOTV
2024.03.26 화,18:30,수원 케이티위즈 파크,종료  두산  8  KT  5,페넌트레이스,TVING
2024.03.26 화,18:30,잠실야구장,종료  삼성  3  LG  4,페넌트레이스,MBC SPORTS+
2024.03.26 화,18:30,창원NC파크,종료  키움  5  NC  10,페넌트레이스,SPOTV2
2024.03.27 수,18:30,인천 SSG 랜더스 필드,종료  한화  3  SSG  1,페넌트레이스,SBS SPORTS
2024.03.27 수,18:30,광주-기아 챔피언스필드,종료  롯데  2  KIA  8,페넌트레이스,SPOTV
2024.03.27 수,18:30,수원 케이티위즈 파크,종료  두산  11  KT  8,페넌트레이스,KBS N SPORTS
2024.03.27 수,18:30,잠실야구장,종료  삼성  2  LG  2,페넌트레이스,MBC SPORTS+
2024.03.27 수,18:30,창원NC파크,종료  키움  2  NC  6,페넌트레이스,SPOTV2
2024.03.28 목,18:30,인천 SSG 랜더스 필드,종료  한화  10  SSG  6,페넌트레이스,SBS SPORTS
2024.03.28 목,18:30,광주-기아 챔피언스필드,경기취소  롯데  -  KIA  -,페넌트레이스,SPOTV
2024.03.28 목,18:30,수원 케이티위즈 파크,종료  두산  7  KT  8,페넌트레이스,TVING
2024.03.28 목,18:30,잠실야구장,종료  삼성  1  LG  18,페넌트레이스,MBC SPORTS+
2024.03.28 목,18:30,창원NC파크,경기취소  키움  -  NC  -,페넌트레이스,SPOTV2
2024.03.29 금,18:30,잠실야구장,종료  KIA  4  두산  2,페넌트레이스,SPOTV2
2024.03.29 금,18:30,한화생명 이글스 파크,종료  KT  2  한화  3,페넌트레이스,SPOTV
2024.03.29 금,18:30,고척 스카이돔,종료  LG  3  키움  0,페넌트레이스,TVING
2024.03.29 금,18:30,사직야구장,종료  NC  1  롯데  3,페넌트레이스,SBS SPORTS
2024.03.29 금,18:30,대구 삼성 라이온즈 파크,종료  SSG  6  삼성  4,페넌트레이스,MBC SPORTS+
2024.03.30 토,14:00,한화생명 이글스 파크,종료  KT  5  한화  8,페넌트레이스,SBS TV
2024.03.30 토,17:00,잠실야구장,종료  KIA  0  두산  8,페넌트레이스,SPOTV2
2024.03.30 토,17:00,고척 스카이돔,종료  LG  3  키움  8,페넌트레이스,SPOTV
2024.03.30 토,17:00,사직야구장,종료  NC  8  롯데  0,페넌트레이스,SBS SPORTS
2024.03.30 토,17:00,대구 삼성 라이온즈 파크,종료  SSG  9  삼성  6,페넌트레이스,MBC SPORTS+
2024.03.31 일,14:00,잠실야구장,종료  KIA  9  두산  3,페넌트레이스,SPOTV2
2024.03.31 일,14:00,한화생명 이글스 파크,종료  KT  3  한화  14,페넌트레이스,SPOTV
2024.03.31 일,14:00,고척 스카이돔,종료  LG  4  키움  8,페넌트레이스,TVING
2024.03.31 일,14:00,사직야구장,종료  NC  8  롯데  7,페넌트레이스,SBS SPORTS
2024.03.31 일,14:00,대구 삼성 라이온즈 파크,종료  SSG  4  삼성  3,페넌트레이스,MBC SPORTS+
2024.04.01 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.04.02 화,18:30,수원 케이티위즈 파크,종료  KIA  6  KT  10,페넌트레이스,SPOTV2
2024.04.02 화,18:30,한화생명 이글스 파크,종료  롯데  1  한화  0,페넌트레이스,KBS N SPORTS
2024.04.02 화,18:30,잠실야구장,종료  NC  7  LG  5,페넌트레이스,MBC SPORTS+
2024.04.02 화,18:30,인천 SSG 랜더스 필드,종료  두산  6  SSG  13,페넌트레이스,SPOTV
2024.04.02 화,18:30,대구 삼성 라이온즈 파크,종료  키움  8  삼성  3,페넌트레이스,TVING
2024.04.03 수,18:30,수원 케이티위즈 파크,종료  KIA  5  KT  1,페넌트레이스,SPOTV2
2024.04.03 수,18:30,한화생명 이글스 파크,경기취소  롯데  -  한화  -,페넌트레이스,KBS N SPORTS
2024.04.03 수,18:30,잠실야구장,종료  NC  0  LG  5,페넌트레이스,MBC SPORTS+
2024.04.03 수,18:30,인천 SSG 랜더스 필드,종료  두산  3  SSG  5,페넌트레이스,SPOTV
2024.04.03 수,18:30,대구 삼성 라이온즈 파크,경기취소  키움  -  삼성  -,페넌트레이스,SBS SPORTS
2024.04.04 목,18:30,수원 케이티위즈 파크,종료  KIA  6  KT  3,페넌트레이스,SPOTV2
2024.04.04 목,18:30,한화생명 이글스 파크,종료  롯데  5  한화  6,페넌트레이스,KBS N SPORTS
2024.04.04 목,18:30,잠실야구장,종료  NC  7  LG  8,페넌트레이스,MBC SPORTS+
2024.04.04 목,18:30,인천 SSG 랜더스 필드,종료  두산  2  SSG  3,페넌트레이스,SPOTV
2024.04.04 목,18:30,대구 삼성 라이온즈 파크,종료  키움  10  삼성  1,페넌트레이스,SBS SPORTS
2024.04.05 금,18:30,고척 스카이돔,종료  한화  7  키움  11,페넌트레이스,KBS N SPORTS
2024.04.05 금,18:30,잠실야구장,종료  KT  8  LG  7,페넌트레이스,SPOTV
2024.04.05 금,18:30,사직야구장,종료  두산  4  롯데  3,페넌트레이스,SPOTV2
2024.04.05 금,18:30,창원NC파크,종료  SSG  0  NC  5,페넌트레이스,SBS SPORTS
2024.04.05 금,18:30,광주-기아 챔피언스필드,종료  삼성  2  KIA  5,페넌트레이스,MBC SPORTS+
2024.04.06 토,17:00,고척 스카이돔,종료  한화  6  키움  7,페넌트레이스,KBS N SPORTS
2024.04.06 토,17:00,잠실야구장,종료  KT  4  LG  8,페넌트레이스,SPOTV
2024.04.06 토,17:00,사직야구장,종료  두산  1  롯데  8,페넌트레이스,SPOTV2
2024.04.06 토,17:00,창원NC파크,종료  SSG  3  NC  16,페넌트레이스,SBS SPORTS
2024.04.06 토,17:00,광주-기아 챔피언스필드,종료  삼성  7  KIA  4,페넌트레이스,MBC SPORTS+
2024.04.07 일,14:00,고척 스카이돔,종료  한화  3  키움  4,페넌트레이스,KBS N SPORTS
2024.04.07 일,14:00,잠실야구장,종료  KT  7  LG  16,페넌트레이스,SBS SPORTS
2024.04.07 일,14:00,사직야구장,종료  두산  6  롯데  7,페넌트레이스,MBC TV
2024.04.07 일,14:00,창원NC파크,종료  SSG  1  NC  10,페넌트레이스,SPOTV2
2024.04.07 일,14:00,광주-기아 챔피언스필드,종료  삼성  7  KIA  3,페넌트레이스,MBC SPORTS+
2024.04.08 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.04.09 화,18:30,잠실야구장,종료  한화  3  두산  5,페넌트레이스,SPOTV
2024.04.09 화,18:30,창원NC파크,종료  KT  6  NC  1,페넌트레이스,KBS N SPORTS
2024.04.09 화,18:30,광주-기아 챔피언스필드,종료  LG  2  KIA  7,페넌트레이스,SBS SPORTS
2024.04.09 화,18:30,사직야구장,종료  삼성  8  롯데  1,페넌트레이스,SPOTV2
2024.04.09 화,18:30,인천 SSG 랜더스 필드,종료  키움  5  SSG  8,페넌트레이스,MBC SPORTS+
2024.04.10 수,14:00,잠실야구장,종료  한화  4  두산  7,페넌트레이스,SPOTV
2024.04.10 수,14:00,창원NC파크,종료  KT  2  NC  3,페넌트레이스,KBS N SPORTS
2024.04.10 수,14:00,광주-기아 챔피언스필드,종료  LG  4  KIA  5,페넌트레이스,SBS SPORTS
2024.04.10 수,14:00,사직야구장,종료  삼성  10  롯데  7,페넌트레이스,SPOTV2
2024.04.10 수,14:00,인천 SSG 랜더스 필드,종료  키움  4  SSG  8,페넌트레이스,MBC SPORTS+
2024.04.11 목,18:30,잠실야구장,종료  한화  3  두산  0,페넌트레이스,SPOTV
2024.04.11 목,18:30,창원NC파크,종료  KT  7  NC  8,페넌트레이스,KBS N SPORTS
2024.04.11 목,18:30,광주-기아 챔피언스필드,종료  LG  4  KIA  8,페넌트레이스,SBS SPORTS
2024.04.11 목,18:30,사직야구장,종료  삼성  4  롯데  0,페넌트레이스,SPOTV2
2024.04.11 목,18:30,인천 SSG 랜더스 필드,종료  키움  5  SSG  2,페넌트레이스,MBC SPORTS+
2024.04.12 금,18:30,한화생명 이글스 파크,종료  KIA  8  한화  4,페넌트레이스,KBS N SPORTS
2024.04.12 금,18:30,잠실야구장,종료  LG  2  두산  1,페넌트레이스,SPOTV
2024.04.12 금,18:30,고척 스카이돔,종료  롯데  4  키움  9,페넌트레이스,SBS SPORTS
2024.04.12 금,18:30,대구 삼성 라이온즈 파크,종료  NC  8  삼성  3,페넌트레이스,MBC SPORTS+
2024.04.12 금,18:30,수원 케이티위즈 파크,종료  SSG  3  KT  8,페넌트레이스,SPOTV2
2024.04.13 토,14:00,한화생명 이글스 파크,종료  KIA  11  한화  9,페넌트레이스,KBS 2TV
2024.04.13 토,17:00,잠실야구장,종료  LG  2  두산  5,페넌트레이스,KBS N SPORTS
2024.04.13 토,17:00,고척 스카이돔,종료  롯데  1  키움  8,페넌트레이스,SPOTV
2024.04.13 토,17:00,대구 삼성 라이온즈 파크,종료  NC  4  삼성  3,페넌트레이스,SBS SPORTS
2024.04.13 토,17:00,수원 케이티위즈 파크,종료  SSG  11  KT  8,페넌트레이스,MBC SPORTS+
2024.04.14 일,14:00,한화생명 이글스 파크,종료  KIA  5  한화  2,페넌트레이스,MBC TV
2024.04.14 일,14:00,잠실야구장,종료  LG  5  두산  9,페넌트레이스,KBS N SPORTS
2024.04.14 일,14:00,고척 스카이돔,종료  롯데  5  키움  7,페넌트레이스,SPOTV
2024.04.14 일,14:00,대구 삼성 라이온즈 파크,종료  NC  5  삼성  12,페넌트레이스,SBS SPORTS
2024.04.14 일,14:00,수원 케이티위즈 파크,종료  SSG  8  KT  1,페넌트레이스,MBC SPORTS+
2024.04.15 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.04.16 화,18:30,창원NC파크,종료  한화  7  NC  4,페넌트레이스,MBC SPORTS+
2024.04.16 화,18:30,인천 SSG 랜더스 필드,종료  KIA  4  SSG  6,페넌트레이스,KBS N SPORTS
2024.04.16 화,18:30,고척 스카이돔,종료  KT  3  키움  6,페넌트레이스,SPOTV2
2024.04.16 화,18:30,잠실야구장,종료  롯데  2  LG  7,페넌트레이스,SPOTV
2024.04.16 화,18:30,대구 삼성 라이온즈 파크,종료  두산  5  삼성  7,페넌트레이스,SBS SPORTS
2024.04.17 수,18:30,창원NC파크,종료  한화  3  NC  4,페넌트레이스,MBC SPORTS+
2024.04.17 수,18:30,인천 SSG 랜더스 필드,종료  KIA  11  SSG  3,페넌트레이스,KBS N SPORTS
2024.04.17 수,18:30,고척 스카이돔,종료  KT  6  키움  4,페넌트레이스,SPOTV2
2024.04.17 수,18:30,잠실야구장,종료  롯데  5  LG  6,페넌트레이스,SPOTV
2024.04.17 수,18:30,대구 삼성 라이온즈 파크,종료  두산  2  삼성  9,페넌트레이스,SBS SPORTS
2024.04.18 목,18:30,창원NC파크,경기취소  한화  -  NC  -,페넌트레이스,MBC SPORTS+
2024.04.18 목,18:30,인천 SSG 랜더스 필드,종료  KIA  5  SSG  7,페넌트레이스,KBS N SPORTS
2024.04.18 목,18:30,고척 스카이돔,종료  KT  3  키움  0,페넌트레이스,SPOTV2
2024.04.18 목,18:30,잠실야구장,종료  롯데  9  LG  2,페넌트레이스,SPOTV
2024.04.18 목,18:30,대구 삼성 라이온즈 파크,종료  두산  2  삼성  5,페넌트레이스,SBS SPORTS
2024.04.19 금,18:30,사직야구장,종료  KT  3  롯데  4,페넌트레이스,SBS SPORTS
2024.04.19 금,18:30,인천 SSG 랜더스 필드,종료  LG  4  SSG  1,페넌트레이스,KBS N SPORTS
2024.04.19 금,18:30,광주-기아 챔피언스필드,종료  NC  3  KIA  4,페넌트레이스,MBC SPORTS+
2024.04.19 금,18:30,한화생명 이글스 파크,종료  삼성  1  한화  6,페넌트레이스,SPOTV2
2024.04.19 금,18:30,잠실야구장,종료  키움  8  두산  19,페넌트레이스,SPOTV
2024.04.20 토,17:00,사직야구장,경기취소  KT  -  롯데  -,페넌트레이스,SBS SPORTS
2024.04.20 토,17:00,인천 SSG 랜더스 필드,경기취소  LG  -  SSG  -,페넌트레이스,KBS N SPORTS
2024.04.20 토,17:00,광주-기아 챔피언스필드,종료  NC  2  KIA  9,페넌트레이스,MBC SPORTS+
2024.04.20 토,17:00,한화생명 이글스 파크,종료  삼성  1  한화  0,페넌트레이스,SPOTV2
2024.04.20 토,17:00,잠실야구장,경기취소  키움  -  두산  -,페넌트레이스,SPOTV
2024.04.21 일,14:00,광주-기아 챔피언스필드,종료  NC  15  KIA  4,페넌트레이스,MBC SPORTS+
2024.04.21 일,14:00,한화생명 이글스 파크,종료  삼성  5  한화  3,페넌트레이스,SPOTV2
2024.04.21 일,14:00,사직야구장,종료  KT  9  롯데  9,페넌트레이스,KBS N SPORTS
2024.04.21 일,14:00,인천 SSG 랜더스 필드,종료  LG  10  SSG  8,페넌트레이스,MBC TV
2024.04.21 일,14:00,잠실야구장,종료  키움  8  두산  4,페넌트레이스,SBS SPORTS
2024.04.21 일,17:40,인천 SSG 랜더스 필드,종료  LG  5  SSG  5,페넌트레이스,MBC SPORTS+
2024.04.21 일,17:46,잠실야구장,종료  키움  1  두산  2,페넌트레이스,SPOTV
2024.04.21 일,17:49,사직야구장,종료  KT  5  롯데  7,페넌트레이스,KBS N SPORTS
2024.04.22 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.04.23 화,18:30,수원 케이티위즈 파크,종료  한화  6  KT  9,페넌트레이스,SPOTV2
2024.04.23 화,18:30,고척 스카이돔,종료  KIA  5  키움  2,페넌트레이스,SBS SPORTS
2024.04.23 화,18:30,대구 삼성 라이온즈 파크,종료  LG  3  삼성  7,페넌트레이스,MBC SPORTS+
2024.04.23 화,18:30,잠실야구장,종료  NC  3  두산  4,페넌트레이스,SPOTV
2024.04.23 화,18:30,사직야구장,경기취소  SSG  -  롯데  -,페넌트레이스,KBS N SPORTS
2024.04.24 수,18:30,수원 케이티위즈 파크,종료  한화  1  KT  7,페넌트레이스,SPOTV2
2024.04.24 수,18:30,고척 스카이돔,종료  KIA  6  키움  4,페넌트레이스,SBS SPORTS
2024.04.24 수,18:30,대구 삼성 라이온즈 파크,종료  LG  0  삼성  6,페넌트레이스,MBC SPORTS+
2024.04.24 수,18:30,잠실야구장,종료  NC  3  두산  1,페넌트레이스,SPOTV
2024.04.24 수,18:30,사직야구장,종료  SSG  12  롯데  7,페넌트레이스,KBS N SPORTS
2024.04.25 목,18:30,수원 케이티위즈 파크,종료  한화  0  KT  9,페넌트레이스,SPOTV2
2024.04.25 목,18:30,고척 스카이돔,종료  KIA  13  키움  2,페넌트레이스,SBS SPORTS
2024.04.25 목,18:30,대구 삼성 라이온즈 파크,종료  LG  8  삼성  2,페넌트레이스,MBC SPORTS+
2024.04.25 목,18:30,잠실야구장,종료  NC  3  두산  7,페넌트레이스,SPOTV
2024.04.25 목,18:30,사직야구장,종료  SSG  3  롯데  6,페넌트레이스,KBS N SPORTS
2024.04.26 금,18:30,잠실야구장,종료  KIA  6  LG  7,페넌트레이스,KBS N SPORTS
2024.04.26 금,18:30,인천 SSG 랜더스 필드,종료  KT  2  SSG  5,페넌트레이스,SPOTV2
2024.04.26 금,18:30,창원NC파크,종료  롯데  0  NC  4,페넌트레이스,MBC SPORTS+
2024.04.26 금,18:30,한화생명 이글스 파크,종료  두산  10  한화  5,페넌트레이스,SPOTV
2024.04.26 금,18:30,고척 스카이돔,종료  삼성  3  키움  0,페넌트레이스,SBS SPORTS
2024.04.27 토,14:00,잠실야구장,종료  KIA  3  LG  6,페넌트레이스,KBS 2TV
2024.04.27 토,17:00,인천 SSG 랜더스 필드,종료  KT  5  SSG  2,페넌트레이스,SPOTV
2024.04.27 토,17:00,창원NC파크,종료  롯데  0  NC  2,페넌트레이스,MBC SPORTS+
2024.04.27 토,17:00,한화생명 이글스 파크,종료  두산  5  한화  10,페넌트레이스,KBS N SPORTS
2024.04.27 토,17:00,고척 스카이돔,종료  삼성  11  키움  0,페넌트레이스,SBS SPORTS
2024.04.28 일,14:00,잠실야구장,종료  KIA  10  LG  7,페넌트레이스,MBC TV
2024.04.28 일,14:00,인천 SSG 랜더스 필드,종료  KT  6  SSG  11,페넌트레이스,SPOTV
2024.04.28 일,14:00,창원NC파크,종료  롯데  3  NC  5,페넌트레이스,MBC SPORTS+
2024.04.28 일,14:00,한화생명 이글스 파크,종료  두산  17  한화  8,페넌트레이스,KBS N SPORTS
2024.04.28 일,14:00,고척 스카이돔,종료  삼성  11  키움  6,페넌트레이스,SBS SPORTS
2024.04.29 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.04.30 화,18:30,광주-기아 챔피언스필드,종료  KT  11  KIA  4,페넌트레이스,KBS N SPORTS
2024.04.30 화,18:30,창원NC파크,종료  LG  0  NC  8,페넌트레이스,SPOTV
2024.04.30 화,18:30,한화생명 이글스 파크,종료  SSG  2  한화  8,페넌트레이스,SPOTV2
2024.04.30 화,18:30,잠실야구장,종료  삼성  0  두산  4,페넌트레이스,MBC SPORTS+
2024.04.30 화,18:30,사직야구장,종료  키움  9  롯데  7,페넌트레이스,SBS SPORTS
2024.05.01 수,18:30,광주-기아 챔피언스필드,종료  KT  1  KIA  9,페넌트레이스,KBS N SPORTS
2024.05.01 수,18:30,창원NC파크,종료  LG  10  NC  1,페넌트레이스,SPOTV
2024.05.01 수,18:30,한화생명 이글스 파크,종료  SSG  8  한화  7,페넌트레이스,SPOTV2
2024.05.01 수,18:30,잠실야구장,종료  삼성  9  두산  2,페넌트레이스,MBC SPORTS+
2024.05.01 수,18:30,사직야구장,종료  키움  6  롯데  3,페넌트레이스,SBS SPORTS
2024.05.02 목,18:30,광주-기아 챔피언스필드,종료  KT  12  KIA  5,페넌트레이스,KBS N SPORTS
2024.05.02 목,18:30,창원NC파크,종료  LG  5  NC  4,페넌트레이스,SPOTV
2024.05.02 목,18:30,한화생명 이글스 파크,종료  SSG  4  한화  3,페넌트레이스,SPOTV2
2024.05.02 목,18:30,잠실야구장,종료  삼성  4  두산  2,페넌트레이스,MBC SPORTS+
2024.05.02 목,18:30,사직야구장,종료  키움  5  롯데  6,페넌트레이스,SBS SPORTS
2024.05.03 금,18:30,광주-기아 챔피언스필드,종료  한화  4  KIA  2,페넌트레이스,SBS SPORTS
2024.05.03 금,18:30,대구 삼성 라이온즈 파크,종료  롯데  8  삼성  7,페넌트레이스,KBS N SPORTS
2024.05.03 금,18:30,인천 SSG 랜더스 필드,종료  NC  19  SSG  5,페넌트레이스,TVING
2024.05.03 금,18:30,잠실야구장,종료  두산  6  LG  4,페넌트레이스,SPOTV2
2024.05.03 금,18:30,수원 케이티위즈 파크,종료  키움  1  KT  2,페넌트레이스,MBC SPORTS+
2024.05.04 토,14:00,잠실야구장,종료  두산  3  LG  2,페넌트레이스,SBS TV
2024.05.04 토,17:00,광주-기아 챔피언스필드,종료  한화  2  KIA  10,페넌트레이스,SBS SPORTS
2024.05.04 토,17:00,대구 삼성 라이온즈 파크,종료  롯데  9  삼성  2,페넌트레이스,SPOTV2
2024.05.04 토,17:00,인천 SSG 랜더스 필드,종료  NC  8  SSG  6,페넌트레이스,KBS N SPORTS
2024.05.04 토,17:00,수원 케이티위즈 파크,종료  키움  2  KT  6,페넌트레이스,MBC SPORTS+
2024.05.05 일,14:00,광주-기아 챔피언스필드,경기취소  한화  -  KIA  -,페넌트레이스,SBS SPORTS
2024.05.05 일,14:00,대구 삼성 라이온즈 파크,경기취소  롯데  -  삼성  -,페넌트레이스,SPOTV2
2024.05.05 일,14:00,인천 SSG 랜더스 필드,경기취소  NC  -  SSG  -,페넌트레이스,KBS N SPORTS
2024.05.05 일,14:00,잠실야구장,경기취소  두산  -  LG  -,페넌트레이스,MBC TV
2024.05.05 일,14:00,수원 케이티위즈 파크,경기취소  키움  -  KT  -,페넌트레이스,MBC SPORTS+
2024.05.06 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.05.07 화,18:30,사직야구장,경기취소  한화  -  롯데  -,페넌트레이스,SBS SPORTS
2024.05.07 화,18:30,대구 삼성 라이온즈 파크,경기취소  KIA  -  삼성  -,페넌트레이스,MBC SPORTS+
2024.05.07 화,18:30,수원 케이티위즈 파크,경기취소  NC  -  KT  -,페넌트레이스,SPOTV
2024.05.07 화,18:30,고척 스카이돔,종료  두산  13  키움  4,페넌트레이스,KBS N SPORTS
2024.05.07 화,18:30,잠실야구장,종료  SSG  4  LG  2,페넌트레이스,SPOTV2
2024.05.08 수,18:30,사직야구장,종료  한화  1  롯데  6,페넌트레이스,SBS SPORTS
2024.05.08 수,18:30,대구 삼성 라이온즈 파크,종료  KIA  4  삼성  2,페넌트레이스,MBC SPORTS+
2024.05.08 수,18:30,수원 케이티위즈 파크,종료  NC  6  KT  7,페넌트레이스,SPOTV
2024.05.08 수,18:30,고척 스카이돔,종료  두산  6  키움  1,페넌트레이스,KBS N SPORTS
2024.05.08 수,18:30,잠실야구장,종료  SSG  5  LG  8,페넌트레이스,SPOTV2
2024.05.09 목,18:30,사직야구장,종료  한화  5  롯데  18,페넌트레이스,SBS SPORTS
2024.05.09 목,18:30,대구 삼성 라이온즈 파크,종료  KIA  2  삼성  5,페넌트레이스,MBC SPORTS+
2024.05.09 목,18:30,수원 케이티위즈 파크,종료  NC  2  KT  6,페넌트레이스,SPOTV
2024.05.09 목,18:30,고척 스카이돔,종료  두산  5  키움  2,페넌트레이스,KBS N SPORTS
2024.05.09 목,18:30,잠실야구장,종료  SSG  1  LG  3,페넌트레이스,SPOTV2
2024.05.10 금,18:30,잠실야구장,종료  KT  3  두산  7,페넌트레이스,KBS N SPORTS
2024.05.10 금,18:30,사직야구장,종료  LG  9  롯데  1,페넌트레이스,SBS SPORTS
2024.05.10 금,18:30,광주-기아 챔피언스필드,종료  SSG  4  KIA  2,페넌트레이스,SPOTV
2024.05.10 금,18:30,창원NC파크,종료  삼성  3  NC  10,페넌트레이스,SPOTV2
2024.05.10 금,18:30,한화생명 이글스 파크,종료  키움  4  한화  5,페넌트레이스,MBC SPORTS+
2024.05.11 토,14:00,한화생명 이글스 파크,종료  키움  7  한화  1,페넌트레이스,KBS 2TV
2024.05.11 토,17:00,잠실야구장,경기취소  KT  -  두산  -,페넌트레이스,KBS N SPORTS
2024.05.11 토,17:00,사직야구장,종료  LG  2  롯데  1,페넌트레이스,SBS SPORTS
2024.05.11 토,17:00,광주-기아 챔피언스필드,경기취소  SSG  -  KIA  -,,SPOTV
2024.05.11 토,17:00,창원NC파크,종료  삼성  3  NC  2,페넌트레이스,MBC SPORTS+
2024.05.12 일,14:00,사직야구장,종료  LG  6  롯데  4,페넌트레이스,SPOTV
2024.05.12 일,14:00,창원NC파크,종료  삼성  7  NC  2,페넌트레이스,SBS SPORTS
2024.05.12 일,14:00,한화생명 이글스 파크,종료  키움  3  한화  8,페넌트레이스,MBC SPORTS+
2024.05.12 일,14:00,잠실야구장,종료  KT  4  두산  12,페넌트레이스,KBS N SPORTS
2024.05.12 일,14:00,광주-기아 챔피언스필드,종료  SSG  2  KIA  3,페넌트레이스,MBC TV
2024.05.12 일,17:29,잠실야구장,종료  KT  4  두산  8,페넌트레이스,SPOTV2
2024.05.12 일,17:40,광주-기아 챔피언스필드,종료  SSG  10  KIA  6,페넌트레이스,MBC SPORTS+
2024.05.13 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.05.14 화,18:30,수원 케이티위즈 파크,종료  롯데  4  KT  7,페넌트레이스,SBS SPORTS
2024.05.14 화,18:30,한화생명 이글스 파크,종료  NC  5  한화  5,페넌트레이스,KBS N SPORTS
2024.05.14 화,18:30,광주-기아 챔피언스필드,종료  두산  8  KIA  5,페넌트레이스,SPOTV2
2024.05.14 화,18:30,인천 SSG 랜더스 필드,종료  삼성  2  SSG  9,페넌트레이스,SPOTV
2024.05.14 화,18:30,잠실야구장,종료  키움  5  LG  0,페넌트레이스,MBC SPORTS+
2024.05.15 수,14:00,수원 케이티위즈 파크,경기취소  롯데  -  KT  -,,MBC SPORTS+
2024.05.15 수,14:00,한화생명 이글스 파크,종료  NC  16  한화  1,페넌트레이스,KBS 2TV
2024.05.15 수,14:00,광주-기아 챔피언스필드,종료  두산  4  KIA  8,페넌트레이스,SBS TV
2024.05.15 수,14:00,인천 SSG 랜더스 필드,경기취소  삼성  -  SSG  -,페넌트레이스,KBS N SPORTS
2024.05.15 수,14:00,잠실야구장,경기취소  키움  -  LG  -,,MBC TV
2024.05.16 목,18:30,수원 케이티위즈 파크,종료  롯데  2  KT  0,페넌트레이스,SBS SPORTS
2024.05.16 목,18:30,한화생명 이글스 파크,종료  NC  4  한화  3,페넌트레이스,KBS N SPORTS
2024.05.16 목,18:30,광주-기아 챔피언스필드,종료  두산  7  KIA  7,페넌트레이스,SPOTV2
2024.05.16 목,18:30,인천 SSG 랜더스 필드,종료  삼성  12  SSG  4,페넌트레이스,SPOTV
2024.05.16 목,18:30,잠실야구장,종료  키움  6  LG  5,페넌트레이스,MBC SPORTS+
2024.05.17 금,18:30,대구 삼성 라이온즈 파크,종료  한화  5  삼성  7,페넌트레이스,SPOTV2
2024.05.17 금,18:30,창원NC파크,종료  KIA  7  NC  4,페넌트레이스,MBC SPORTS+
2024.05.17 금,18:30,수원 케이티위즈 파크,종료  LG  13  KT  5,페넌트레이스,SBS SPORTS
2024.05.17 금,18:30,잠실야구장,종료  롯데  5  두산  1,페넌트레이스,KBS N SPORTS
2024.05.17 금,18:30,고척 스카이돔,종료  SSG  5  키움  4,페넌트레이스,SPOTV
2024.05.18 토,17:00,대구 삼성 라이온즈 파크,종료  한화  8  삼성  9,페넌트레이스,SPOTV2
2024.05.18 토,17:00,창원NC파크,종료  KIA  7  NC  2,페넌트레이스,MBC SPORTS+
2024.05.18 토,17:00,수원 케이티위즈 파크,종료  LG  7  KT  6,페넌트레이스,SBS SPORTS
2024.05.18 토,17:00,잠실야구장,종료  롯데  3  두산  8,페넌트레이스,KBS N SPORTS
2024.05.18 토,17:00,고척 스카이돔,종료  SSG  3  키움  0,페넌트레이스,SPOTV
2024.05.19 일,14:00,대구 삼성 라이온즈 파크,종료  한화  12  삼성  2,페넌트레이스,MBC SPORTS+
2024.05.19 일,14:00,창원NC파크,종료  KIA  2  NC  1,페넌트레이스,MBC TV
2024.05.19 일,14:00,수원 케이티위즈 파크,종료  LG  4  KT  10,페넌트레이스,KBS N SPORTS
2024.05.19 일,14:00,잠실야구장,종료  롯데  3  두산  3,페넌트레이스,SPOTV2
2024.05.19 일,14:00,고척 스카이돔,종료  SSG  3  키움  10,페넌트레이스,SBS SPORTS
2024.05.20 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.05.21 화,18:30,사직야구장,종료  KIA  1  롯데  6,페넌트레이스,SPOTV
2024.05.21 화,18:30,대구 삼성 라이온즈 파크,종료  KT  8  삼성  5,페넌트레이스,KBS N SPORTS
